Temperature - (Celsius), Year, Statistics, Country, ISO3
-6.2531, 1914, Aug Average, Greenland, GRL
-14.571, 1914, Sep Average, Greenland, GRL
-18.855, 1914, Oct Average, Greenland, GRL
-25.719, 1914, Nov Average, Greenland, GRL
-30.093, 1914, Dec Average, Greenland, GRL
-28.21, 1915, Jan Average, Greenland, GRL
-31.874, 1915, Feb Average, Greenland, GRL
-32.15, 1915, Mar Average, Greenland, GRL
-23.981, 1915, Apr Average, Greenland, GRL
-13.803, 1915, May Average, Greenland, GRL
-6.0901, 1915, Jun Average, Greenland, GRL
-4.2071, 1915, Jul Average, Greenland, GRL
-5.9189, 1915, Aug Average, Greenland, GRL
-12.08, 1915, Sep Average, Greenland, GRL
-18.126, 1915, Oct Average, Greenland, GRL
-25.068, 1915, Nov Average, Greenland, GRL
-26.847, 1915, Dec Average, Greenland, GRL
-27.844, 1916, Jan Average, Greenland, GRL
-27.436, 1916, Feb Average, Greenland, GRL
-24.77, 1916, Mar Average, Greenland, GRL
-25.221, 1916, Apr Average, Greenland, GRL
-12.412, 1916, May Average, Greenland, GRL
-6.5837, 1916, Jun Average, Greenland, GRL
-3.7844, 1916, Jul Average, Greenland, GRL
-4.9889, 1916, Aug Average, Greenland, GRL
-12.792, 1916, Sep Average, Greenland, GRL
-19.951, 1916, Oct Average, Greenland, GRL
-26.457, 1916, Nov Average, Greenland, GRL
-28.503, 1916, Dec Average, Greenland, GRL
-27.14, 1917, Jan Average, Greenland, GRL
-28.988, 1917, Feb Average, Greenland, GRL
-28.354, 1917, Mar Average, Greenland, GRL
-25.057, 1917, Apr Average, Greenland, GRL
-15.448, 1917, May Average, Greenland, GRL
-7.4313, 1917, Jun Average, Greenland, GRL
-3.1015, 1917, Jul Average, Greenland, GRL
-5.912, 1917, Aug Average, Greenland, GRL
-14.821, 1917, Sep Average, Greenland, GRL
-23.113, 1917, Oct Average, Greenland, GRL
-27.709, 1917, Nov Average, Greenland, GRL
-30.894, 1917, Dec Average, Greenland, GRL
-34.092, 1918, Jan Average, Greenland, GRL
-31.654, 1918, Feb Average, Greenland, GRL
-30.123, 1918, Mar Average, Greenland, GRL
-25.711, 1918, Apr Average, Greenland, GRL
-12.873, 1918, May Average, Greenland, GRL
-7.9224, 1918, Jun Average, Greenland, GRL
-3.3519, 1918, Jul Average, Greenland, GRL
-6.2509, 1918, Aug Average, Greenland, GRL
-13.485, 1918, Sep Average, Greenland, GRL
-21.258, 1918, Oct Average, Greenland, GRL
-27.283, 1918, Nov Average, Greenland, GRL
-26.449, 1918, Dec Average, Greenland, GRL
-25.343, 1919, Jan Average, Greenland, GRL
-32.871, 1919, Feb Average, Greenland, GRL
-30.63, 1919, Mar Average, Greenland, GRL
-28.375, 1919, Apr Average, Greenland, GRL
-12.046, 1919, May Average, Greenland, GRL
-7.4004, 1919, Jun Average, Greenland, GRL
-4.1441, 1919, Jul Average, Greenland, GRL
-6.7734, 1919, Aug Average, Greenland, GRL
-14.348, 1919, Sep Average, Greenland, GRL
-18.244, 1919, Oct Average, Greenland, GRL
-24.995, 1919, Nov Average, Greenland, GRL
-25.916, 1919, Dec Average, Greenland, GRL
-28.666, 1920, Jan Average, Greenland, GRL
-30.876, 1920, Feb Average, Greenland, GRL
-29.66, 1920, Mar Average, Greenland, GRL
-22.253, 1920, Apr Average, Greenland, GRL
-14.368, 1920, May Average, Greenland, GRL
-5.9676, 1920, Jun Average, Greenland, GRL
-3.5611, 1920, Jul Average, Greenland, GRL
-6.5564, 1920, Aug Average, Greenland, GRL
-13.71, 1920, Sep Average, Greenland, GRL
-19.411, 1920, Oct Average, Greenland, GRL
-26.001, 1920, Nov Average, Greenland, GRL
-26.317, 1920, Dec Average, Greenland, GRL
-27.994, 1921, Jan Average, Greenland, GRL
-30.168, 1921, Feb Average, Greenland, GRL
-30.032, 1921, Mar Average, Greenland, GRL
-24.391, 1921, Apr Average, Greenland, GRL
-13.965, 1921, May Average, Greenland, GRL
-6.3808, 1921, Jun Average, Greenland, GRL
-3.3391, 1921, Jul Average, Greenland, GRL
-5.6007, 1921, Aug Average, Greenland, GRL
-14.369, 1921, Sep Average, Greenland, GRL
-21.425, 1921, Oct Average, Greenland, GRL
-23.536, 1921, Nov Average, Greenland, GRL
-26.777, 1921, Dec Average, Greenland, GRL
-24.755, 1922, Jan Average, Greenland, GRL
-31.365, 1922, Feb Average, Greenland, GRL
-29.02, 1922, Mar Average, Greenland, GRL
-22.447, 1922, Apr Average, Greenland, GRL
-14.682, 1922, May Average, Greenland, GRL
-6.9928, 1922, Jun Average, Greenland, GRL
-3.4044, 1922, Jul Average, Greenland, GRL
-6.32, 1922, Aug Average, Greenland, GRL
-14.409, 1922, Sep Average, Greenland, GRL
-19.261, 1922, Oct Average, Greenland, GRL
-24.071, 1922, Nov Average, Greenland, GRL
-25.725, 1922, Dec Average, Greenland, GRL
-28.708, 1923, Jan Average, Greenland, GRL
-26.181, 1923, Feb Average, Greenland, GRL
-27.911, 1923, Mar Average, Greenland, GRL
-19.657, 1923, Apr Average, Greenland, GRL
-12.678, 1923, May Average, Greenland, GRL
-5.9821, 1923, Jun Average, Greenland, GRL
-2.9628, 1923, Jul Average, Greenland, GRL
-5.7929, 1923, Aug Average, Greenland, GRL
-13.536, 1923, Sep Average, Greenland, GRL
-19.236, 1923, Oct Average, Greenland, GRL
-24.1, 1923, Nov Average, Greenland, GRL
-25.925, 1923, Dec Average, Greenland, GRL
-23.824, 1924, Jan Average, Greenland, GRL
-28.013, 1924, Feb Average, Greenland, GRL
-28.925, 1924, Mar Average, Greenland, GRL
-21.522, 1924, Apr Average, Greenland, GRL
-12.029, 1924, May Average, Greenland, GRL
-5.329, 1924, Jun Average, Greenland, GRL
-3.1849, 1924, Jul Average, Greenland, GRL
-5.8097, 1924, Aug Average, Greenland, GRL
-13.784, 1924, Sep Average, Greenland, GRL
-19.975, 1924, Oct Average, Greenland, GRL
-24.819, 1924, Nov Average, Greenland, GRL
-26.895, 1924, Dec Average, Greenland, GRL
-28.191, 1925, Jan Average, Greenland, GRL
-26.869, 1925, Feb Average, Greenland, GRL
-26.461, 1925, Mar Average, Greenland, GRL
-22.384, 1925, Apr Average, Greenland, GRL
-13.5, 1925, May Average, Greenland, GRL
-5.5434, 1925, Jun Average, Greenland, GRL
-3.7918, 1925, Jul Average, Greenland, GRL
-5.9772, 1925, Aug Average, Greenland, GRL
-12.545, 1925, Sep Average, Greenland, GRL
-19.374, 1925, Oct Average, Greenland, GRL
-22.785, 1925, Nov Average, Greenland, GRL
-24.756, 1925, Dec Average, Greenland, GRL
-24.088, 1926, Jan Average, Greenland, GRL
-27.094, 1926, Feb Average, Greenland, GRL
-29.161, 1926, Mar Average, Greenland, GRL
-20.305, 1926, Apr Average, Greenland, GRL
-12.403, 1926, May Average, Greenland, GRL
-5.1771, 1926, Jun Average, Greenland, GRL
-2.2615, 1926, Jul Average, Greenland, GRL
-5.936, 1926, Aug Average, Greenland, GRL
-13.355, 1926, Sep Average, Greenland, GRL
-19.428, 1926, Oct Average, Greenland, GRL
-24.466, 1926, Nov Average, Greenland, GRL
-25.631, 1926, Dec Average, Greenland, GRL
-25.367, 1927, Jan Average, Greenland, GRL
-26.507, 1927, Feb Average, Greenland, GRL
-30.237, 1927, Mar Average, Greenland, GRL
-23.478, 1927, Apr Average, Greenland, GRL
-12.422, 1927, May Average, Greenland, GRL
-5.321, 1927, Jun Average, Greenland, GRL
-2.7614, 1927, Jul Average, Greenland, GRL
-5.2435, 1927, Aug Average, Greenland, GRL
-12.157, 1927, Sep Average, Greenland, GRL
-19.682, 1927, Oct Average, Greenland, GRL
-23.229, 1927, Nov Average, Greenland, GRL
-24.974, 1927, Dec Average, Greenland, GRL
-24.43, 1928, Jan Average, Greenland, GRL
-26.046, 1928, Feb Average, Greenland, GRL
-25.33, 1928, Mar Average, Greenland, GRL
-20.451, 1928, Apr Average, Greenland, GRL
-11.49, 1928, May Average, Greenland, GRL
-5.7028, 1928, Jun Average, Greenland, GRL
-2.4981, 1928, Jul Average, Greenland, GRL
-5.1803, 1928, Aug Average, Greenland, GRL
-11.763, 1928, Sep Average, Greenland, GRL
-18.326, 1928, Oct Average, Greenland, GRL
-23.547, 1928, Nov Average, Greenland, GRL
-24.826, 1928, Dec Average, Greenland, GRL
-22.556, 1929, Jan Average, Greenland, GRL
-22.266, 1929, Feb Average, Greenland, GRL
-25.628, 1929, Mar Average, Greenland, GRL
-21.642, 1929, Apr Average, Greenland, GRL
-12.999, 1929, May Average, Greenland, GRL
-5.9303, 1929, Jun Average, Greenland, GRL
-2.2718, 1929, Jul Average, Greenland, GRL
-5.8131, 1929, Aug Average, Greenland, GRL
-13.674, 1929, Sep Average, Greenland, GRL
-21.276, 1929, Oct Average, Greenland, GRL
-24.35, 1929, Nov Average, Greenland, GRL
-23.766, 1929, Dec Average, Greenland, GRL
-25.856, 1930, Jan Average, Greenland, GRL
-25.486, 1930, Feb Average, Greenland, GRL
-27.476, 1930, Mar Average, Greenland, GRL
-19.31, 1930, Apr Average, Greenland, GRL
-11.777, 1930, May Average, Greenland, GRL
-5.8418, 1930, Jun Average, Greenland, GRL
-2.5788, 1930, Jul Average, Greenland, GRL
-5.3866, 1930, Aug Average, Greenland, GRL
-11.741, 1930, Sep Average, Greenland, GRL
-19.435, 1930, Oct Average, Greenland, GRL
-23.564, 1930, Nov Average, Greenland, GRL
-24.173, 1930, Dec Average, Greenland, GRL
-24.162, 1931, Jan Average, Greenland, GRL
-27.129, 1931, Feb Average, Greenland, GRL
-30.68, 1931, Mar Average, Greenland, GRL
-21.261, 1931, Apr Average, Greenland, GRL
-13.254, 1931, May Average, Greenland, GRL
-4.8652, 1931, Jun Average, Greenland, GRL
-1.349, 1931, Jul Average, Greenland, GRL
-4.414, 1931, Aug Average, Greenland, GRL
-11.503, 1931, Sep Average, Greenland, GRL
-19.608, 1931, Oct Average, Greenland, GRL
-23.125, 1931, Nov Average, Greenland, GRL
-25.601, 1931, Dec Average, Greenland, GRL
-27.487, 1932, Jan Average, Greenland, GRL
-22.771, 1932, Feb Average, Greenland, GRL
-23.422, 1932, Mar Average, Greenland, GRL
-21.898, 1932, Apr Average, Greenland, GRL
-10.465, 1932, May Average, Greenland, GRL
-5.1005, 1932, Jun Average, Greenland, GRL
-2.4038, 1932, Jul Average, Greenland, GRL
-5.992, 1932, Aug Average, Greenland, GRL
-12.527, 1932, Sep Average, Greenland, GRL
-19.067, 1932, Oct Average, Greenland, GRL
-25.517, 1932, Nov Average, Greenland, GRL
-25.109, 1932, Dec Average, Greenland, GRL
-24.185, 1933, Jan Average, Greenland, GRL
-24.526, 1933, Feb Average, Greenland, GRL
-26.284, 1933, Mar Average, Greenland, GRL
-22.691, 1933, Apr Average, Greenland, GRL
-11.303, 1933, May Average, Greenland, GRL
-5.9483, 1933, Jun Average, Greenland, GRL
-2.0314, 1933, Jul Average, Greenland, GRL
-5.2051, 1933, Aug Average, Greenland, GRL
-12.561, 1933, Sep Average, Greenland, GRL
-18.956, 1933, Oct Average, Greenland, GRL
-21.94, 1933, Nov Average, Greenland, GRL
-22.825, 1933, Dec Average, Greenland, GRL
-24.259, 1934, Jan Average, Greenland, GRL
-28.485, 1934, Feb Average, Greenland, GRL
-27.513, 1934, Mar Average, Greenland, GRL
-21.466, 1934, Apr Average, Greenland, GRL
-13.61, 1934, May Average, Greenland, GRL
-5.5485, 1934, Jun Average, Greenland, GRL
-2.0176, 1934, Jul Average, Greenland, GRL
-5.238, 1934, Aug Average, Greenland, GRL
-11.847, 1934, Sep Average, Greenland, GRL
-18.801, 1934, Oct Average, Greenland, GRL
-23.297, 1934, Nov Average, Greenland, GRL
-22.46, 1934, Dec Average, Greenland, GRL
-23.998, 1935, Jan Average, Greenland, GRL
-29.115, 1935, Feb Average, Greenland, GRL
-25.463, 1935, Mar Average, Greenland, GRL
-21.52, 1935, Apr Average, Greenland, GRL
-12.663, 1935, May Average, Greenland, GRL
-5.1923, 1935, Jun Average, Greenland, GRL
-2.4473, 1935, Jul Average, Greenland, GRL
-5.3978, 1935, Aug Average, Greenland, GRL
-12.412, 1935, Sep Average, Greenland, GRL
-18.776, 1935, Oct Average, Greenland, GRL
-21.782, 1935, Nov Average, Greenland, GRL
-24.528, 1935, Dec Average, Greenland, GRL
-24.871, 1936, Jan Average, Greenland, GRL
-24.961, 1936, Feb Average, Greenland, GRL
-28.691, 1936, Mar Average, Greenland, GRL
-20.512, 1936, Apr Average, Greenland, GRL
-11.249, 1936, May Average, Greenland, GRL
-5.4695, 1936, Jun Average, Greenland, GRL
-1.5148, 1936, Jul Average, Greenland, GRL
-5.4459, 1936, Aug Average, Greenland, GRL
-12.325, 1936, Sep Average, Greenland, GRL
-18.755, 1936, Oct Average, Greenland, GRL
-23.598, 1936, Nov Average, Greenland, GRL
-27.882, 1936, Dec Average, Greenland, GRL
-23.845, 1937, Jan Average, Greenland, GRL
-28.235, 1937, Feb Average, Greenland, GRL
-26.022, 1937, Mar Average, Greenland, GRL
-21.863, 1937, Apr Average, Greenland, GRL
-12.828, 1937, May Average, Greenland, GRL
-6.1661, 1937, Jun Average, Greenland, GRL
-2.5875, 1937, Jul Average, Greenland, GRL
-5.7104, 1937, Aug Average, Greenland, GRL
-13.037, 1937, Sep Average, Greenland, GRL
-20.047, 1937, Oct Average, Greenland, GRL
-22.555, 1937, Nov Average, Greenland, GRL
-25.25, 1937, Dec Average, Greenland, GRL
-26.222, 1938, Jan Average, Greenland, GRL
-26.56, 1938, Feb Average, Greenland, GRL
-29.211, 1938, Mar Average, Greenland, GRL
-23.019, 1938, Apr Average, Greenland, GRL
-12.912, 1938, May Average, Greenland, GRL
-5.4288, 1938, Jun Average, Greenland, GRL
-3.204, 1938, Jul Average, Greenland, GRL
-5.7024, 1938, Aug Average, Greenland, GRL
-13.029, 1938, Sep Average, Greenland, GRL
-18.541, 1938, Oct Average, Greenland, GRL
-24.866, 1938, Nov Average, Greenland, GRL
-23.705, 1938, Dec Average, Greenland, GRL
-23.01, 1939, Jan Average, Greenland, GRL
-28.39, 1939, Feb Average, Greenland, GRL
-26.655, 1939, Mar Average, Greenland, GRL
-20.1, 1939, Apr Average, Greenland, GRL
-11.818, 1939, May Average, Greenland, GRL
-6.0289, 1939, Jun Average, Greenland, GRL
-2.4318, 1939, Jul Average, Greenland, GRL
-5.6844, 1939, Aug Average, Greenland, GRL
-11.825, 1939, Sep Average, Greenland, GRL
-17.377, 1939, Oct Average, Greenland, GRL
-24.538, 1939, Nov Average, Greenland, GRL
-25.481, 1939, Dec Average, Greenland, GRL
-23.018, 1940, Jan Average, Greenland, GRL
-25.78, 1940, Feb Average, Greenland, GRL
-28.083, 1940, Mar Average, Greenland, GRL
-21.535, 1940, Apr Average, Greenland, GRL
-12.462, 1940, May Average, Greenland, GRL
-5.7284, 1940, Jun Average, Greenland, GRL
-2.6507, 1940, Jul Average, Greenland, GRL
-6.5378, 1940, Aug Average, Greenland, GRL
-13.325, 1940, Sep Average, Greenland, GRL
-18.536, 1940, Oct Average, Greenland, GRL
-24.978, 1940, Nov Average, Greenland, GRL
-24.917, 1940, Dec Average, Greenland, GRL
-24.912, 1941, Jan Average, Greenland, GRL
-26.271, 1941, Feb Average, Greenland, GRL
-27.295, 1941, Mar Average, Greenland, GRL
-21.372, 1941, Apr Average, Greenland, GRL
-12.37, 1941, May Average, Greenland, GRL
-5.7456, 1941, Jun Average, Greenland, GRL
-2.9349, 1941, Jul Average, Greenland, GRL
-5.1203, 1941, Aug Average, Greenland, GRL
-12.532, 1941, Sep Average, Greenland, GRL
-17.831, 1941, Oct Average, Greenland, GRL
-23.467, 1941, Nov Average, Greenland, GRL
-24.477, 1941, Dec Average, Greenland, GRL
-22.501, 1942, Jan Average, Greenland, GRL
-28.017, 1942, Feb Average, Greenland, GRL
-27.47, 1942, Mar Average, Greenland, GRL
-23.203, 1942, Apr Average, Greenland, GRL
-12.421, 1942, May Average, Greenland, GRL
-5.7572, 1942, Jun Average, Greenland, GRL
-2.8298, 1942, Jul Average, Greenland, GRL
-6.1743, 1942, Aug Average, Greenland, GRL
-13.408, 1942, Sep Average, Greenland, GRL
-19.366, 1942, Oct Average, Greenland, GRL
-22.345, 1942, Nov Average, Greenland, GRL
-24.765, 1942, Dec Average, Greenland, GRL
-24.185, 1943, Jan Average, Greenland, GRL
-30.908, 1943, Feb Average, Greenland, GRL
-30.522, 1943, Mar Average, Greenland, GRL
-23.296, 1943, Apr Average, Greenland, GRL
-14.503, 1943, May Average, Greenland, GRL
-5.8435, 1943, Jun Average, Greenland, GRL
-2.8298, 1943, Jul Average, Greenland, GRL
-6.5353, 1943, Aug Average, Greenland, GRL
-13.529, 1943, Sep Average, Greenland, GRL
-20.099, 1943, Oct Average, Greenland, GRL
-23.862, 1943, Nov Average, Greenland, GRL
-25.101, 1943, Dec Average, Greenland, GRL
-26.402, 1944, Jan Average, Greenland, GRL
-26.559, 1944, Feb Average, Greenland, GRL
-27.815, 1944, Mar Average, Greenland, GRL
-22.8, 1944, Apr Average, Greenland, GRL
-13.567, 1944, May Average, Greenland, GRL
-5.9253, 1944, Jun Average, Greenland, GRL
-2.9379, 1944, Jul Average, Greenland, GRL
-6.0356, 1944, Aug Average, Greenland, GRL
-12.765, 1944, Sep Average, Greenland, GRL
-19.274, 1944, Oct Average, Greenland, GRL
-25.143, 1944, Nov Average, Greenland, GRL
-25.276, 1944, Dec Average, Greenland, GRL
-22.946, 1945, Jan Average, Greenland, GRL
-26.643, 1945, Feb Average, Greenland, GRL
-26, 1945, Mar Average, Greenland, GRL
-22.151, 1945, Apr Average, Greenland, GRL
-13.127, 1945, May Average, Greenland, GRL
-5.8141, 1945, Jun Average, Greenland, GRL
-3.4197, 1945, Jul Average, Greenland, GRL
-5.7994, 1945, Aug Average, Greenland, GRL
-13.042, 1945, Sep Average, Greenland, GRL
-18.484, 1945, Oct Average, Greenland, GRL
-24.363, 1945, Nov Average, Greenland, GRL
-25.365, 1945, Dec Average, Greenland, GRL
-23.81, 1946, Jan Average, Greenland, GRL
-26.15, 1946, Feb Average, Greenland, GRL
-26.353, 1946, Mar Average, Greenland, GRL
-23.466, 1946, Apr Average, Greenland, GRL
-11.629, 1946, May Average, Greenland, GRL
-5.8044, 1946, Jun Average, Greenland, GRL
-3.1636, 1946, Jul Average, Greenland, GRL
-5.8525, 1946, Aug Average, Greenland, GRL
-12.436, 1946, Sep Average, Greenland, GRL
-17.719, 1946, Oct Average, Greenland, GRL
-22.599, 1946, Nov Average, Greenland, GRL
-22.329, 1946, Dec Average, Greenland, GRL
-19.126, 1947, Jan Average, Greenland, GRL
-22.137, 1947, Feb Average, Greenland, GRL
-26.435, 1947, Mar Average, Greenland, GRL
-22.094, 1947, Apr Average, Greenland, GRL
-12.445, 1947, May Average, Greenland, GRL
-5.2644, 1947, Jun Average, Greenland, GRL
-2.376, 1947, Jul Average, Greenland, GRL
-5.2991, 1947, Aug Average, Greenland, GRL
-13.09, 1947, Sep Average, Greenland, GRL
-18.129, 1947, Oct Average, Greenland, GRL
-23.462, 1947, Nov Average, Greenland, GRL
-26.311, 1947, Dec Average, Greenland, GRL
-26.023, 1948, Jan Average, Greenland, GRL
-27.324, 1948, Feb Average, Greenland, GRL
-29.341, 1948, Mar Average, Greenland, GRL
-22.323, 1948, Apr Average, Greenland, GRL
-13.399, 1948, May Average, Greenland, GRL
-5.0283, 1948, Jun Average, Greenland, GRL
-2.0584, 1948, Jul Average, Greenland, GRL
-5.45, 1948, Aug Average, Greenland, GRL
-12.832, 1948, Sep Average, Greenland, GRL
-19.15, 1948, Oct Average, Greenland, GRL
-24.579, 1948, Nov Average, Greenland, GRL
-29.829, 1948, Dec Average, Greenland, GRL
-27.998, 1949, Jan Average, Greenland, GRL
-27.386, 1949, Feb Average, Greenland, GRL
-27.196, 1949, Mar Average, Greenland, GRL
