Rainfall - (MM), Year, Statistics, Country, ISO3
44.5684, 1923, May Average, Greenland, GRL
51.5257, 1923, Jun Average, Greenland, GRL
41.3231, 1923, Jul Average, Greenland, GRL
31.1314, 1923, Aug Average, Greenland, GRL
49.8076, 1923, Sep Average, Greenland, GRL
35.7322, 1923, Oct Average, Greenland, GRL
46.2576, 1923, Nov Average, Greenland, GRL
45.6078, 1923, Dec Average, Greenland, GRL
32.1601, 1924, Jan Average, Greenland, GRL
51.0538, 1924, Feb Average, Greenland, GRL
41.9762, 1924, Mar Average, Greenland, GRL
26.6664, 1924, Apr Average, Greenland, GRL
17.5098, 1924, May Average, Greenland, GRL
34.6738, 1924, Jun Average, Greenland, GRL
41.7562, 1924, Jul Average, Greenland, GRL
44.2389, 1924, Aug Average, Greenland, GRL
41.5172, 1924, Sep Average, Greenland, GRL
30.5163, 1924, Oct Average, Greenland, GRL
53.3852, 1924, Nov Average, Greenland, GRL
32.2093, 1924, Dec Average, Greenland, GRL
28.2201, 1925, Jan Average, Greenland, GRL
30.8433, 1925, Feb Average, Greenland, GRL
45.9709, 1925, Mar Average, Greenland, GRL
31.1965, 1925, Apr Average, Greenland, GRL
14.8867, 1925, May Average, Greenland, GRL
52.2798, 1925, Jun Average, Greenland, GRL
53.5889, 1925, Jul Average, Greenland, GRL
52.1339, 1925, Aug Average, Greenland, GRL
51.4521, 1925, Sep Average, Greenland, GRL
33.7412, 1925, Oct Average, Greenland, GRL
59.4741, 1925, Nov Average, Greenland, GRL
42.3206, 1925, Dec Average, Greenland, GRL
28.5756, 1926, Jan Average, Greenland, GRL
30.5751, 1926, Feb Average, Greenland, GRL
48.7036, 1926, Mar Average, Greenland, GRL
34.4349, 1926, Apr Average, Greenland, GRL
29.2296, 1926, May Average, Greenland, GRL
35.6485, 1926, Jun Average, Greenland, GRL
33.8978, 1926, Jul Average, Greenland, GRL
42.2292, 1926, Aug Average, Greenland, GRL
47.5304, 1926, Sep Average, Greenland, GRL
40.2934, 1926, Oct Average, Greenland, GRL
42.0899, 1926, Nov Average, Greenland, GRL
44.1281, 1926, Dec Average, Greenland, GRL
43.0907, 1927, Jan Average, Greenland, GRL
36.8482, 1927, Feb Average, Greenland, GRL
34.482, 1927, Mar Average, Greenland, GRL
21.599, 1927, Apr Average, Greenland, GRL
28.0503, 1927, May Average, Greenland, GRL
39.2475, 1927, Jun Average, Greenland, GRL
54.7297, 1927, Jul Average, Greenland, GRL
35.3158, 1927, Aug Average, Greenland, GRL
31.9011, 1927, Sep Average, Greenland, GRL
34.6904, 1927, Oct Average, Greenland, GRL
46.6026, 1927, Nov Average, Greenland, GRL
33.4171, 1927, Dec Average, Greenland, GRL
26.6735, 1928, Jan Average, Greenland, GRL
33.353, 1928, Feb Average, Greenland, GRL
43.2174, 1928, Mar Average, Greenland, GRL
27.0839, 1928, Apr Average, Greenland, GRL
31.9119, 1928, May Average, Greenland, GRL
38.0819, 1928, Jun Average, Greenland, GRL
43.9777, 1928, Jul Average, Greenland, GRL
45.5054, 1928, Aug Average, Greenland, GRL
44.0027, 1928, Sep Average, Greenland, GRL
30.8282, 1928, Oct Average, Greenland, GRL
36.1131, 1928, Nov Average, Greenland, GRL
44.301, 1928, Dec Average, Greenland, GRL
48.7893, 1929, Jan Average, Greenland, GRL
34.9071, 1929, Feb Average, Greenland, GRL
53.1573, 1929, Mar Average, Greenland, GRL
29.3899, 1929, Apr Average, Greenland, GRL
19.5574, 1929, May Average, Greenland, GRL
32.4938, 1929, Jun Average, Greenland, GRL
39.8362, 1929, Jul Average, Greenland, GRL
40.9189, 1929, Aug Average, Greenland, GRL
39.5903, 1929, Sep Average, Greenland, GRL
45.9236, 1929, Oct Average, Greenland, GRL
40.6157, 1929, Nov Average, Greenland, GRL
28.1714, 1929, Dec Average, Greenland, GRL
24.981, 1930, Jan Average, Greenland, GRL
49.8602, 1930, Feb Average, Greenland, GRL
48.4711, 1930, Mar Average, Greenland, GRL
27.989, 1930, Apr Average, Greenland, GRL
27.1057, 1930, May Average, Greenland, GRL
46.0306, 1930, Jun Average, Greenland, GRL
38.973, 1930, Jul Average, Greenland, GRL
39.2611, 1930, Aug Average, Greenland, GRL
37.2452, 1930, Sep Average, Greenland, GRL
41.811, 1930, Oct Average, Greenland, GRL
41.248, 1930, Nov Average, Greenland, GRL
28.0479, 1930, Dec Average, Greenland, GRL
34.4892, 1931, Jan Average, Greenland, GRL
35.2791, 1931, Feb Average, Greenland, GRL
31.3059, 1931, Mar Average, Greenland, GRL
32.0833, 1931, Apr Average, Greenland, GRL
18.3727, 1931, May Average, Greenland, GRL
33.7968, 1931, Jun Average, Greenland, GRL
28.4925, 1931, Jul Average, Greenland, GRL
61.8534, 1931, Aug Average, Greenland, GRL
46.7388, 1931, Sep Average, Greenland, GRL
52.2337, 1931, Oct Average, Greenland, GRL
36.4857, 1931, Nov Average, Greenland, GRL
36.2483, 1931, Dec Average, Greenland, GRL
26.9592, 1932, Jan Average, Greenland, GRL
53.6921, 1932, Feb Average, Greenland, GRL
52.741, 1932, Mar Average, Greenland, GRL
43.2084, 1932, Apr Average, Greenland, GRL
28.7208, 1932, May Average, Greenland, GRL
52.1566, 1932, Jun Average, Greenland, GRL
33.8408, 1932, Jul Average, Greenland, GRL
60.346, 1932, Aug Average, Greenland, GRL
40.8347, 1932, Sep Average, Greenland, GRL
39.1665, 1932, Oct Average, Greenland, GRL
41.7592, 1932, Nov Average, Greenland, GRL
39.3771, 1932, Dec Average, Greenland, GRL
32.8172, 1933, Jan Average, Greenland, GRL
27.7109, 1933, Feb Average, Greenland, GRL
34.9823, 1933, Mar Average, Greenland, GRL
29.9494, 1933, Apr Average, Greenland, GRL
21.1866, 1933, May Average, Greenland, GRL
45.0581, 1933, Jun Average, Greenland, GRL
51.9161, 1933, Jul Average, Greenland, GRL
46.5445, 1933, Aug Average, Greenland, GRL
49.803, 1933, Sep Average, Greenland, GRL
30.5929, 1933, Oct Average, Greenland, GRL
49.0286, 1933, Nov Average, Greenland, GRL
42.2543, 1933, Dec Average, Greenland, GRL
27.4973, 1934, Jan Average, Greenland, GRL
36.2053, 1934, Feb Average, Greenland, GRL
30.4594, 1934, Mar Average, Greenland, GRL
37.4801, 1934, Apr Average, Greenland, GRL
16.2327, 1934, May Average, Greenland, GRL
37.1381, 1934, Jun Average, Greenland, GRL
34.7375, 1934, Jul Average, Greenland, GRL
36.1704, 1934, Aug Average, Greenland, GRL
41.8794, 1934, Sep Average, Greenland, GRL
39.9272, 1934, Oct Average, Greenland, GRL
49.2623, 1934, Nov Average, Greenland, GRL
36.7187, 1934, Dec Average, Greenland, GRL
34.8696, 1935, Jan Average, Greenland, GRL
30.9903, 1935, Feb Average, Greenland, GRL
32.181, 1935, Mar Average, Greenland, GRL
23.519, 1935, Apr Average, Greenland, GRL
23.4104, 1935, May Average, Greenland, GRL
36.8316, 1935, Jun Average, Greenland, GRL
30.7687, 1935, Jul Average, Greenland, GRL
80.4932, 1935, Aug Average, Greenland, GRL
28.0753, 1935, Sep Average, Greenland, GRL
32.5802, 1935, Oct Average, Greenland, GRL
36.9666, 1935, Nov Average, Greenland, GRL
25.6243, 1935, Dec Average, Greenland, GRL
25.3095, 1936, Jan Average, Greenland, GRL
33.1162, 1936, Feb Average, Greenland, GRL
46.7758, 1936, Mar Average, Greenland, GRL
38.2934, 1936, Apr Average, Greenland, GRL
39.6132, 1936, May Average, Greenland, GRL
50.6535, 1936, Jun Average, Greenland, GRL
34.1754, 1936, Jul Average, Greenland, GRL
45.7318, 1936, Aug Average, Greenland, GRL
52.5299, 1936, Sep Average, Greenland, GRL
47.1577, 1936, Oct Average, Greenland, GRL
40.8208, 1936, Nov Average, Greenland, GRL
30.908, 1936, Dec Average, Greenland, GRL
26.7299, 1937, Jan Average, Greenland, GRL
27.5861, 1937, Feb Average, Greenland, GRL
33.1994, 1937, Mar Average, Greenland, GRL
23.2172, 1937, Apr Average, Greenland, GRL
19.1025, 1937, May Average, Greenland, GRL
40.3791, 1937, Jun Average, Greenland, GRL
40.7219, 1937, Jul Average, Greenland, GRL
47.8311, 1937, Aug Average, Greenland, GRL
48.3884, 1937, Sep Average, Greenland, GRL
38.2452, 1937, Oct Average, Greenland, GRL
41.9422, 1937, Nov Average, Greenland, GRL
38.2655, 1937, Dec Average, Greenland, GRL
28.3434, 1938, Jan Average, Greenland, GRL
40.1898, 1938, Feb Average, Greenland, GRL
40.5043, 1938, Mar Average, Greenland, GRL
36.5691, 1938, Apr Average, Greenland, GRL
25.5662, 1938, May Average, Greenland, GRL
42.01, 1938, Jun Average, Greenland, GRL
49.2668, 1938, Jul Average, Greenland, GRL
49.1847, 1938, Aug Average, Greenland, GRL
54.6988, 1938, Sep Average, Greenland, GRL
34.8696, 1938, Oct Average, Greenland, GRL
36.2712, 1938, Nov Average, Greenland, GRL
28.9186, 1938, Dec Average, Greenland, GRL
39.4786, 1939, Jan Average, Greenland, GRL
31.9171, 1939, Feb Average, Greenland, GRL
37.3402, 1939, Mar Average, Greenland, GRL
25.9191, 1939, Apr Average, Greenland, GRL
20.0669, 1939, May Average, Greenland, GRL
39.5568, 1939, Jun Average, Greenland, GRL
40.0394, 1939, Jul Average, Greenland, GRL
57.9518, 1939, Aug Average, Greenland, GRL
42.0641, 1939, Sep Average, Greenland, GRL
47.3523, 1939, Oct Average, Greenland, GRL
41.5017, 1939, Nov Average, Greenland, GRL
34.8686, 1939, Dec Average, Greenland, GRL
28.2534, 1940, Jan Average, Greenland, GRL
38.8043, 1940, Feb Average, Greenland, GRL
44.5125, 1940, Mar Average, Greenland, GRL
30.2593, 1940, Apr Average, Greenland, GRL
25.2144, 1940, May Average, Greenland, GRL
41.9548, 1940, Jun Average, Greenland, GRL
33.4975, 1940, Jul Average, Greenland, GRL
51.8204, 1940, Aug Average, Greenland, GRL
65.702, 1940, Sep Average, Greenland, GRL
29.972, 1940, Oct Average, Greenland, GRL
49.7776, 1940, Nov Average, Greenland, GRL
41.9304, 1940, Dec Average, Greenland, GRL
36.5337, 1941, Jan Average, Greenland, GRL
35.9211, 1941, Feb Average, Greenland, GRL
34.3219, 1941, Mar Average, Greenland, GRL
29.7108, 1941, Apr Average, Greenland, GRL
30.7919, 1941, May Average, Greenland, GRL
40.962, 1941, Jun Average, Greenland, GRL
43.3532, 1941, Jul Average, Greenland, GRL
32.0786, 1941, Aug Average, Greenland, GRL
49.7681, 1941, Sep Average, Greenland, GRL
39.081, 1941, Oct Average, Greenland, GRL
51.2384, 1941, Nov Average, Greenland, GRL
37.4111, 1941, Dec Average, Greenland, GRL
37.2546, 1942, Jan Average, Greenland, GRL
48.7472, 1942, Feb Average, Greenland, GRL
34.9068, 1942, Mar Average, Greenland, GRL
29.1991, 1942, Apr Average, Greenland, GRL
20.8517, 1942, May Average, Greenland, GRL
66.6986, 1942, Jun Average, Greenland, GRL
54.1521, 1942, Jul Average, Greenland, GRL
48.1662, 1942, Aug Average, Greenland, GRL
51.5794, 1942, Sep Average, Greenland, GRL
33.069, 1942, Oct Average, Greenland, GRL
59.8796, 1942, Nov Average, Greenland, GRL
30.4332, 1942, Dec Average, Greenland, GRL
25.4174, 1943, Jan Average, Greenland, GRL
34.3299, 1943, Feb Average, Greenland, GRL
47.7193, 1943, Mar Average, Greenland, GRL
37.6469, 1943, Apr Average, Greenland, GRL
19.9337, 1943, May Average, Greenland, GRL
34.643, 1943, Jun Average, Greenland, GRL
36.9108, 1943, Jul Average, Greenland, GRL
29.1129, 1943, Aug Average, Greenland, GRL
57.6381, 1943, Sep Average, Greenland, GRL
26.5388, 1943, Oct Average, Greenland, GRL
52.4238, 1943, Nov Average, Greenland, GRL
41.0522, 1943, Dec Average, Greenland, GRL
26.25, 1944, Jan Average, Greenland, GRL
55.2435, 1944, Feb Average, Greenland, GRL
46.4286, 1944, Mar Average, Greenland, GRL
25.7235, 1944, Apr Average, Greenland, GRL
30.7696, 1944, May Average, Greenland, GRL
46.7359, 1944, Jun Average, Greenland, GRL
62.8365, 1944, Jul Average, Greenland, GRL
44.9352, 1944, Aug Average, Greenland, GRL
57.0057, 1944, Sep Average, Greenland, GRL
33.4221, 1944, Oct Average, Greenland, GRL
56.4285, 1944, Nov Average, Greenland, GRL
35.9141, 1944, Dec Average, Greenland, GRL
45.5288, 1945, Jan Average, Greenland, GRL
33.3328, 1945, Feb Average, Greenland, GRL
38.6532, 1945, Mar Average, Greenland, GRL
31.9251, 1945, Apr Average, Greenland, GRL
36.1308, 1945, May Average, Greenland, GRL
38.4299, 1945, Jun Average, Greenland, GRL
55.0511, 1945, Jul Average, Greenland, GRL
55.637, 1945, Aug Average, Greenland, GRL
53.4107, 1945, Sep Average, Greenland, GRL
54.343, 1945, Oct Average, Greenland, GRL
52.68, 1945, Nov Average, Greenland, GRL
37.4486, 1945, Dec Average, Greenland, GRL
33.8456, 1946, Jan Average, Greenland, GRL
42.1872, 1946, Feb Average, Greenland, GRL
40.2235, 1946, Mar Average, Greenland, GRL
35.6463, 1946, Apr Average, Greenland, GRL
22.44, 1946, May Average, Greenland, GRL
39.3478, 1946, Jun Average, Greenland, GRL
47.0927, 1946, Jul Average, Greenland, GRL
60.31, 1946, Aug Average, Greenland, GRL
43.0309, 1946, Sep Average, Greenland, GRL
49.9212, 1946, Oct Average, Greenland, GRL
36.0169, 1946, Nov Average, Greenland, GRL
27.5419, 1946, Dec Average, Greenland, GRL
31.8111, 1947, Jan Average, Greenland, GRL
26.8581, 1947, Feb Average, Greenland, GRL
32.5285, 1947, Mar Average, Greenland, GRL
30.2277, 1947, Apr Average, Greenland, GRL
29.5361, 1947, May Average, Greenland, GRL
36.7192, 1947, Jun Average, Greenland, GRL
48.7815, 1947, Jul Average, Greenland, GRL
55.1921, 1947, Aug Average, Greenland, GRL
43.3175, 1947, Sep Average, Greenland, GRL
30.4772, 1947, Oct Average, Greenland, GRL
50.0674, 1947, Nov Average, Greenland, GRL
38.3628, 1947, Dec Average, Greenland, GRL
37.1423, 1948, Jan Average, Greenland, GRL
43.0715, 1948, Feb Average, Greenland, GRL
67.3436, 1948, Mar Average, Greenland, GRL
38.2013, 1948, Apr Average, Greenland, GRL
39.2013, 1948, May Average, Greenland, GRL
37.1972, 1948, Jun Average, Greenland, GRL
43.7324, 1948, Jul Average, Greenland, GRL
57.7144, 1948, Aug Average, Greenland, GRL
34.4244, 1948, Sep Average, Greenland, GRL
35.1238, 1948, Oct Average, Greenland, GRL
44.573, 1948, Nov Average, Greenland, GRL
52.8951, 1948, Dec Average, Greenland, GRL
45.3156, 1949, Jan Average, Greenland, GRL
53.4242, 1949, Feb Average, Greenland, GRL
55.1198, 1949, Mar Average, Greenland, GRL
36.1139, 1949, Apr Average, Greenland, GRL
16.7005, 1949, May Average, Greenland, GRL
39.2716, 1949, Jun Average, Greenland, GRL
34.2335, 1949, Jul Average, Greenland, GRL
49.6714, 1949, Aug Average, Greenland, GRL
49.2038, 1949, Sep Average, Greenland, GRL
42.0685, 1949, Oct Average, Greenland, GRL
39.2682, 1949, Nov Average, Greenland, GRL
